"Category","pathway","padj","NES","leadingEdge"
"WikiPathways","WP_ELECTRON_TRANSPORT_CHAIN",1.01936305425772e-07,2.40405385097663,"mt-Nd6,Ndufa8,Ndufb10,Uqcrc1,Ndufb6,Uqcrh,Atp5po,Uqcr11,Ndufab1,Cox7a2l,Ndufb5,Ndufb3,Atp5mf,Ndufs4,Ndufa12,Uqcrq,Ndufa5,Ndufa10,Uqcrc2,Cox6c,Ndufc1,Ndufv1,Uqcr10,Ndufa2,Ndufv2,Atp5mc3,Ndufb7,Uqcrb,Uqcrfs1,Atp5pb,Sdhb,Ndufs2,Atp5f1d,Cox4i1,Cox7a2,Ndufc2,Ndufa6,Ndufs8,Atp5f1a,Cox6a1,Ndufa7,Ndufs1,Ndufs6,Ndufa9,Ndufb4,Ndufb9,Dmac2l,Sco1,Atp5f1c,Atp5f1b,Ndufv3,Cox7b,Cox17,Ndufs7,Atp5mc2,Slc25a5"
"WikiPathways","WP_OXIDATIVE_PHOSPHORYLATION",7.3479658491875e-05,2.20193047285732,"mt-Nd6,Atp5mc1,Ndufa8,Ndufb10,Ndufb6,Atp5po,Ndufb8,Ndufb5,Atp5mf,Ndufs4,Ndufa5,Ndufa10,Ndufa11,Ndufc1,Ndufv1,Ndufa2,Ndufv2,Atp5mc3,Ndufb7,Atp5pb,Ndufs2,Atp5f1d,Ndufc2,Ndufa6,Ndufs8,Atp5f1a,Ndufa7,Ndufs1,Ndufs6,Ndufa9,Ndufb9,Dmac2l,Atp5f1b,Ndufv3,Ndufs7,Atp5mc2,Atp5pd,Atp5f1e"
"WikiPathways","WP_FATTY_ACID_BETAOXIDATION",0.000236773438830684,2.18076442021669,"Gk,Acsl1,Slc25a20,Decr1,Acadvl,Hadha,Acadm,Acads,Hadhb,Chkb,Acss2,Cpt2,Pnpla2,Crat,Dld,Hadh,Acadl,Eci1"
"WikiPathways","WP_MITOCHONDRIAL_LONG_CHAIN_FATTY_ACID_BETAOXIDATION",0.000704748790412234,2.14464723855102,"Acsl1,Slc25a20,Acadvl,Hadha,Acadm,Acads,Scp2,Cpt2,Hadh,Acadl,Eci1,Cpt1a,Acsl3"
"WikiPathways","WP_OXIDATIVE_STRESS_AND_REDOX_PATHWAY",0.000704748790412234,-1.9781134048565,"Gsta3,Gstm1,Gstm2,Ptgs2,Slco2a1,Anpep,Gstm7,Gstt3,Gclm,Gstk1,Gstt1,Gstp1,Gpx1,Gsta4,Gpx4,Cybb,Gclc,Gsr"
"WikiPathways","WP_METAPATHWAY_BIOTRANSFORMATION",0.000769252603489732,-1.94549608682859,"Gsta3,Fmo2,Cyp2f2,Gstm1,Sult1a1,Ephx1,Gstm7,Fmo1,Sult2b1,Gstk1,Fmo5,Gstt1,Cyp1b1,Gstp1,Chst12,Nat14,Gpx1,Gsta4,Gpx4,Cyp4v3,Gsr,Chst14,Akr1b10,Gstm5,Gss,Akr1b1"
"WikiPathways","WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS",0.00099460918246651,1.92373708191519,"Rps6ka1,Rpl27,Rpl36,Rps19,Rps6ka3,Rpl32,Rpl11,Rpl8,Rps25,Rpl13a,Rpl9,Rps15a,Rps12,Rpl27a,Rpl13,Rplp1,Rps29,Rps13,Rpl23a,Rpl26,Rps10,Rpl31,Rps26,Rps20,Rps24,Rpl22,Rpl38,Rpl37,Rps21,Rpsa,Rpl7a,Rps28,Rps5,Rps14,Fau,Rps17,Rps15,Rps8,Rpl7,Rps3,Rps18,Rpl18,Rpl18a,Rps7,Rpl36a"
"WikiPathways","WP_PROTEASOME_DEGRADATION",0.00106378861079462,1.9283126576605,"Psmd4,Psme2,Psmc1,Psmd3,Psma6,Psma5,H2az1,Psmc4,Psmd12,Psmb5,Psmd13,Psmd6,Psmb6,Psma2,Psmc5,Psmb1,Psmb7,H2ax,Uba7,Psmc3,Psmd2,Psmd7,Uba1,Psmb4,Psma7,Psme3,Psme1,Psmd11,Psma4,Ube2b,Psmb2"
"WikiPathways","WP_PPAR_SIGNALING_PATHWAY",0.00134976227545799,1.91315321685932,"Olr1,Acaa1b,Pck1,Gk,Angptl4,Acsl1,Sorbs1,Aqp7,Apoc3,Fabp5,Acadm,Acox1,Pdpk1,Dbi,Scp2,Cpt2,Adipoq,Slc27a4,Nr1h3,Acadl"
"WikiPathways","WP_TCA_CYCLE",0.0025362516322215,1.95150037604148,"Pdk4,Idh3a,Ogdh,Mdh2,Aco2,Cs,Pdhx,Dlst,Dlat,Dld,Pcx,Pdhb,Mdh1,Sucla2,Fh1,Sdhb,Suclg1,Pdha1,Pdp2"
"WikiPathways","WP_TYROBP_CAUSAL_NETWORK_IN_MICROGLIA",0.0025362516322215,-2.00665951415769,"Itgb2,Abcc4,Il13ra1,Cxcl16,Spp1,Sh2b3,Tnfrsf1b,Gpx1,Zfp36l2,Maf,Il18,Elf4,Tcirg1"
"WikiPathways","WP_FIBRIN_COMPLEMENT_RECEPTOR_3_SIGNALING_PATHWAY",0.00506495492681134,-1.89688391895719,"Il6,Itgb2,Cd14,Tlr4,Rel,Ccl2,Ly96,Ikbkg,Plat,Tirap,Lbp"
"WikiPathways","WP_FOCAL_ADHESION",0.00778497671649063,-1.63880858427113,"Itgb2,Lama5,Lamc2,Flt1,Styk1,Pik3r5,Tnxb,Mylk2,Erbb2,Spp1,Lamb3,Itgae,Bcl2,Raf1,Parvb,Vegfd,Tnk2,Actg1,Diaph1,Vegfc,Itgb5,Pik3r1,Map2k3,Actn1,Fn1,Ccnd1,Pip5k1c,Src,Flna,Itgav,Shc1,Lamc1,Pik3r2,Col5a2,Zyx,Pdgfa,Pten,Pdgfra,Map2k6,Dock1,Ilk,Map2k5,Igf1"
